MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309044938052603904 3322 5.256553 2013-2013-baseline# TResult(id:309044938052603904, rsv:5.256552696228027, screen_name:The_News_DIVA, epoch:1362517029, text:Mommy blogger sparks row after saying she would let daughter, nine, wear Victoria's Secret http://t.co/kHHelcvXPI, followers_count:18442, statuses_count:189476, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299945357742317568 3323 5.256553 2013-2013-baseline# TResult(id:299945357742317568, rsv:5.256552696228027, screen_name:Arline82Baerj, epoch:1360347520, text:http://t.co/5vzHlCxs Is it weird that the Victoria's Secret promo e-mails always turn me on? They're so sexy!, followers_count:0, statuses_count:75, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299948331529031682 3324 5.256553 2013-2013-baseline# TResult(id:299948331529031682, rsv:5.256552696228027, screen_name:editorTartT, epoch:1360348229, text:New Listing of the Day, "Victoria Secret Model" by Athanasios Papadopoulos, category painting portrait:    http://t.co/KbY9b0lH, followers_count:1365, statuses_count:496, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307928762421501952 3325 5.256553 2013-2013-baseline# TResult(id:307928762421501952, rsv:5.256552696228027, screen_name:Mozaaay, epoch:1362250912, text:Omfg I'm so excited to go to Victoria's Secret tomorrow and I was just there last weekend, followers_count:656, statuses_count:51677, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306560844727205889 3326 5.256553 2013-2013-baseline# TResult(id:306560844727205889, rsv:5.256552696228027, screen_name:sophdemircioglu, epoch:1361924775, text:I really need to stop going to Victoria's Secret because I always end up spending all my money 😕 #thestruggle, followers_count:196, statuses_count:3691, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303673666183507968 3327 5.256553 2013-2013-baseline# TResult(id:303673666183507968, rsv:5.256552696228027, screen_name:bidellocxihz9, epoch:1361236418, text:Andeeznutsz haha yeahh.. And idk who that is. Lol I only keep up with victoria's secret models reallrTqv, followers_count:2, statuses_count:53, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300238694793740290 3328 5.256553 2013-2013-baseline# TResult(id:300238694793740290, rsv:5.256552696228027, screen_name:CzarofCzarcasm, epoch:1360417457, text:Things Not To Say in Victoria's Secret:  Oh honey, you'll never squeeze your fat butt into that., followers_count:16254, statuses_count:64794, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312065583497740288 3329 5.256553 2013-2013-baseline# TResult(id:312065583497740288, rsv:5.256552696228027, screen_name:Ol_NoName, epoch:1363237207, text:She just went put on that Victoria secret her bulldagger like for when she do go in 🙈🙈, followers_count:59, statuses_count:3687, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315564262179360768 3330 5.256553 2013-2013-baseline# TResult(id:315564262179360768, rsv:5.256552696228027, screen_name:liviinator, epoch:1364071357, text:It really chaps my ass that Victoria's Secret only has bombshell bra bathing suits in the store., followers_count:112, statuses_count:3547, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314757143855247361 3331 5.256553 2013-2013-baseline# TResult(id:314757143855247361, rsv:5.256552696228027, screen_name:livbroadhead, epoch:1363878925, text:@MATTIESIDES there's a hollister?! And oo yey! I'm too excited for Victoria's Secret!xxx, followers_count:799, statuses_count:4342, lang:null, in_reply_to_status_id:314756895527280641, in_reply_to_user_id:42082316, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316945685566083072 3332 5.256553 2013-2013-baseline# TResult(id:316945685566083072, rsv:5.256552696228027, screen_name:SchoolEm_, epoch:1364400714, text:SMH MFS SAY IM A SHOPAHOLIC BUT WHO AT THE VICTORIA SECRET STORE SHOPPING THEY ASS OFF, followers_count:382, statuses_count:19046, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316945157071183875 3333 5.256553 2013-2013-baseline# TResult(id:316945157071183875, rsv:5.256552696228027, screen_name:MidgetMomma1200, epoch:1364400588, text:*HOT* $78 in Victoria's Secret Goodies for only $18.50!!! http://t.co/V0YeQQwL2n, followers_count:1803, statuses_count:34940, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316956636872855552 3334 5.256553 2013-2013-baseline# TResult(id:316956636872855552, rsv:5.256552696228027, screen_name:AngelaTwice, epoch:1364403325, text:I just added this to my closet on Poshmark: Victoria's Secret bag.. http://t.co/s1i7dmsadn via @poshmarkapp #shopmycloset, followers_count:24, statuses_count:21, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315629622039564288 3335 5.256553 2013-2013-baseline# TResult(id:315629622039564288, rsv:5.256552696228027, screen_name:ryry305, epoch:1364086940, text:Yall got my size? “@iam_kaylashadae: Come get some panties at Victorias secret 7 for 26$ 💗👌”, followers_count:177, statuses_count:15251, lang:null, in_reply_to_status_id:315627109747937280, in_reply_to_user_id:285334448, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306595632251031552 3336 5.256553 2013-2013-baseline# TResult(id:306595632251031552, rsv:5.256552696228027, screen_name:Matt_God69, epoch:1361933069, text:If we have a snow day tomorrow I will wear a Victorias Secret Vneck  on Thursday lololol, followers_count:197, statuses_count:10610, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306597041553948672 3337 5.256553 2013-2013-baseline# TResult(id:306597041553948672, rsv:5.256552696228027, screen_name:emilysummerr, epoch:1361933405, text:“@XOBlondeBarbie: My inner Barbie comes out as soon as I walk into Victoria's Secret. ♛♥”, followers_count:259, statuses_count:11567, lang:null, in_reply_to_status_id:306594710250733568, in_reply_to_user_id:627429374, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306597817512783873 3338 5.256553 2013-2013-baseline# TResult(id:306597817512783873, rsv:5.256552696228027, screen_name:iheartfootball, epoch:1361933590, text:@Miss0rozco yes girl same here. Leaving for Puerto Rico tomorrow... Nervous abt these Victoria's Secret bikinis, followers_count:164, statuses_count:5188, lang:null, in_reply_to_status_id:306581636290580481, in_reply_to_user_id:36269124, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303661221687734274 3339 5.256553 2013-2013-baseline# TResult(id:303661221687734274, rsv:5.256552696228027, screen_name:ceeharris98, epoch:1361233451, text:Victoria's secret, american apparel, forever 21, university outfitters, I salute you&lt;3, followers_count:797, statuses_count:3361, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300152334091177984 3340 5.256553 2013-2013-baseline# TResult(id:300152334091177984, rsv:5.256552696228027, screen_name:lindasmith365, epoch:1360396867, text:#6: Victoria's Secret Sexy Little Things Things Fragrance Mist Brume Parfumee 250 mL/8.4 Fl Oz http://t.co/DESqdhkt, followers_count:1, statuses_count:105388, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302850739556995072 3341 5.256553 2013-2013-baseline# TResult(id:302850739556995072, rsv:5.256552696228027, screen_name:eejaeger, epoch:1361040217, text:It's so nice that Victoria's Secret now carries DD bras, I can finally start shopping there now #win @bigboobprobs, followers_count:347, statuses_count:2990, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315078482096947201 3342 5.256553 2013-2013-baseline# TResult(id:315078482096947201, rsv:5.256552696228027, screen_name:byvictoriapink, epoch:1363955538, text:More Victoria Secret PINK faves from our Ebay Store.  Love in PINK, Live in PINK! http://t.co/8Ovuk62J1n, followers_count:35, statuses_count:199, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312629272789540865 3343 5.256553 2013-2013-baseline# TResult(id:312629272789540865, rsv:5.256552696228027, screen_name:PeytonEmory, epoch:1363371601, text:I hate people with long dark hair who wear peachy victorias secret sweaters with vans and leggings, followers_count:115, statuses_count:193, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312632624034217985 3344 5.256553 2013-2013-baseline# TResult(id:312632624034217985, rsv:5.256552696228027, screen_name:justspree, epoch:1363372400, text:Victoria's Secret Bags Popup Store @ Rochester Mall  on 16 Mar (Sat)  Blogshop @ JustSpree http://t.co/GvAWYqW9qs, followers_count:153, statuses_count:11083, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312629818036461570 3345 5.256553 2013-2013-baseline# TResult(id:312629818036461570, rsv:5.256552696228027, screen_name:nuffiask, epoch:1363371731, text:its funny how some guys expect their girl to look like a Victoria's secret model when they themselves are clapped, followers_count:103, statuses_count:5500, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299668290438049792 3346 5.256553 2013-2013-baseline# TResult(id:299668290438049792, rsv:5.256552696228027, screen_name:__HighandMighty, epoch:1360281462, text:" @ItsMyLOYALTY S/O To Them Niggas That Pantie Shop With They Girl In Victoria Secret", followers_count:307, statuses_count:17683, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314148470686613506 3347 5.256553 2013-2013-baseline# TResult(id:314148470686613506, rsv:5.256552696228027, screen_name:jasiielx3, epoch:1363733806, text:I just added this to my closet on Poshmark: victorias secret pink short. http://t.co/cjrBcmhU1z via @poshmarkapp #shopmycloset, followers_count:6, statuses_count:762, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314134398767353856 3348 5.256553 2013-2013-baseline# TResult(id:314134398767353856, rsv:5.256552696228027, screen_name:lindasmith365, epoch:1363730451, text:#9: Victoria's Secret Sexy Little Things Things Fragrance Mist Brume Parfumee 250 mL/8.4 Fl Oz http://t.co/sXOK83omfO, followers_count:1, statuses_count:129886, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312248396436078593 3349 5.256553 2013-2013-baseline# TResult(id:312248396436078593, rsv:5.256552696228027, screen_name:CelebrityLive, epoch:1363280793, text:【 # 】 Lena Dunham to Playboy: I Wouldn't Want to Look Like a Victoria's Secret Model http://t.co/dwWYxRXPFs, followers_count:93, statuses_count:84891, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297738679911346176 3350 5.256553 2013-2013-baseline# TResult(id:297738679911346176, rsv:5.256552696228027, screen_name:kino_life, epoch:1359821407, text:I was flipping through the Victoria's Secret catalogue and now I have a craving for ribs. http://t.co/JNYJr7ny, followers_count:23, statuses_count:333, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306800503046692865 3351 5.256553 2013-2013-baseline# TResult(id:306800503046692865, rsv:5.256552696228027, screen_name:shania_goni, epoch:1361981914, text:Behati Prinsloo and Miranda Kerr at the launch of the Victoria’s Secret ‘New Fabulous’ collection in New York:  http://t.co/euxUAHIPTX, followers_count:4, statuses_count:190, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303720713720832001 3352 5.256553 2013-2013-baseline# TResult(id:303720713720832001, rsv:5.256552696228027, screen_name:IFashion2, epoch:1361247635, text:I just added this to my closet on Poshmark: Victoria secret flip flop size 8. http://t.co/7Uwnai8n via @poshmarkapp #shopmycloset, followers_count:721, statuses_count:1910, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309793612923801600 3353 5.256553 2013-2013-baseline# TResult(id:309793612923801600, rsv:5.256552696228027, screen_name:alyssa_alston, epoch:1362695527, text:Who wants to go to Victoria's Secret with me and get free panties? SERIOUSLY I'M NOT JOKING., followers_count:282, statuses_count:8549, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309790467191619584 3354 5.256553 2013-2013-baseline# TResult(id:309790467191619584, rsv:5.256552696228027, screen_name:marandaafayee, epoch:1362694777, text:Victoria's Secret models are so perfect... There isn't a single flaw on their whole body. Beautiful, followers_count:103, statuses_count:59492, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305479519576420352 3355 5.256553 2013-2013-baseline# TResult(id:305479519576420352, rsv:5.256552696228027, screen_name:DawnelleMock, epoch:1361666967, text:Went into Victoria secret to get my free underwear and came out with a new swim suit #iwould, followers_count:572, statuses_count:12489, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311109412217561089 3356 5.256553 2013-2013-baseline# TResult(id:311109412217561089, rsv:5.256552696228027, screen_name:fashionsale365, epoch:1363009238, text:#5: Victoria's Secret Amber Romance Body Mist (New Look) 8.4 oz http://t.co/9azAFRPDAU #fragrance, followers_count:2, statuses_count:55789, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311111802970832896 3357 5.256553 2013-2013-baseline# TResult(id:311111802970832896, rsv:5.256552696228027, screen_name:micaela13xoxo, epoch:1363009808, text:#MiddleSchoolMemories too much Victoria secret pink perfume and dip dying my hair pink with kool aid to much @PlNKSECRET, followers_count:71, statuses_count:300, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310396724445331456 3358 5.256553 2013-2013-baseline# TResult(id:310396724445331456, rsv:5.256552696228027, screen_name:KERRY_UNDERWO0D, epoch:1362839320, text:Last day at the mall. #Bittersweet #MovingOn. Goodbye 30% discount at Victorias Secret. #Saddestgirl, followers_count:88, statuses_count:1101, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
