MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298440089145585664 5703 2.359771 2013-2013-baseline# TResult(id:298440089145585664, rsv:2.359771490097046, screen_name:Karzbypass, epoch:1359988636, text:@Lloydmadu I'm not at yard da da, will bell u wen am online, ur online but man always sees you on bbciplayer nd shit #themwaythere, followers_count:61, statuses_count:131, lang:en, in_reply_to_status_id:298439338964946944, in_reply_to_user_id:224408181, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313628913836376064 5704 2.359771 2013-2013-baseline# TResult(id:313628913836376064, rsv:2.359771490097046, screen_name:earneextramoney, epoch:1363609934, text:Work from home and make money online - Legit Online Jobs Make Real Monery EARN $200+ PER DAY -&gt; http://t.co/TQ1LnJLCmQ 21:32, followers_count:4388, statuses_count:52666, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304993060012560385 5705 2.359771 2013-2013-baseline# TResult(id:304993060012560385, rsv:2.359771490097046, screen_name:TheRealKarmenK, epoch:1361550986, text:Shop online at http://t.co/1kGaMEnpeX FREE NATIONWIDE SHIPPING all-in-one Online Beauty Bar specializing beauty products &amp; services! 1, followers_count:2654, statuses_count:46037, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304998667809603584 5706 2.359771 2013-2013-baseline# TResult(id:304998667809603584, rsv:2.359771490097046, screen_name:BiebuhHoe, epoch:1361552323, text:justin's online: You're offline. Justin's offline: You're online. Justin's doing huge retweet spree: You're sleeping. FUCK TIME DIFFERENCE., followers_count:1513, statuses_count:1090, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313625663275950080 5707 2.359771 2013-2013-baseline# TResult(id:313625663275950080, rsv:2.359771490097046, screen_name:davidgould11, epoch:1363609159, text:Making Money Online - Niche Site Workshop: Making Money Online – The NEW Standard from @ProBlogger. Posted by... http://t.co/9UbjOrII77, followers_count:1730, statuses_count:1245, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305798827737223169 5708 2.359771 2013-2013-baseline# TResult(id:305798827737223169, rsv:2.359771490097046, screen_name:OnlineDating66, epoch:1361743096, text:#Dating #Singles Online Dating - Simplified (A Guide to Online Dating Success) (Kindle... http://t.co/cUdLCzHeP5 #Lifestyle Go, followers_count:2481, statuses_count:43826, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304400555873271808 5709 2.359771 2013-2013-baseline# TResult(id:304400555873271808, rsv:2.359771490097046, screen_name:Tramadolstore, epoch:1361409722, text:What is Epstein-Barr Disease? | Fioricet Buy Online:Fioricet Generic - 30 Tabs, $50 Fioricet. Buy Fioricet Online http://t.co/rYKqB9qmPu, followers_count:2471, statuses_count:87843, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305792104276303872 5710 2.359771 2013-2013-baseline# TResult(id:305792104276303872, rsv:2.359771490097046, screen_name:Lovatic_1D_13, epoch:1361741493, text:@horans_potatoes thats great!! hope he follows you and if he's online and im online too i'll RT your things just tweet me :) xx, followers_count:8646, statuses_count:32697, lang:null, in_reply_to_status_id:305791047244578816, in_reply_to_user_id:1209210312, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305787738014228480 5711 2.359771 2013-2013-baseline# TResult(id:305787738014228480, rsv:2.359771490097046, screen_name:VadaSingleton1, epoch:1361740452, text:Six ways to make the most of the holiday shopping rush online: Fostering an online community that can help spread the word – a year-r..., followers_count:83, statuses_count:11, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303364260782821377 5712 2.359771 2013-2013-baseline# TResult(id:303364260782821377, rsv:2.359771490097046, screen_name:preshziall, epoch:1361162650, text:tell me your girl crushes! online, celebrity, &amp; irl — online: @tomlinsmores @grabmeharry @wolfzayn whats good ni... http://t.co/1sZwjwk1, followers_count:1933, statuses_count:30386, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312827269112557568 5713 2.359771 2013-2013-baseline# TResult(id:312827269112557568, rsv:2.359771490097046, screen_name:GalenLobel, epoch:1363418807, text:Hire Ajax Union’s SEO and Online Marketing Experts To Speak At Company Events: Online marketing agency Ajax Un... http://t.co/za0BhcGiTS, followers_count:3813, statuses_count:1361, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312834697212358657 5714 2.359771 2013-2013-baseline# TResult(id:312834697212358657, rsv:2.359771490097046, screen_name:NikhilS69347959, epoch:1363420578, text:hollister online shop: You’ll not are convinced standing on your view a result of the hollister online shopwon... http://t.co/h99wKZU3W9, followers_count:12, statuses_count:246, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312831148831150080 5715 2.359771 2013-2013-baseline# TResult(id:312831148831150080, rsv:2.359771490097046, screen_name:bizaffiliate4u, epoch:1363419732, text:Hire Ajax Union's SEO and Online Marketing Experts To Speak At Company ...: Online marketing company Ajax Unio... http://t.co/XBdy8R9Cz3, followers_count:5887, statuses_count:5624, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312923280904445952 5716 2.359771 2013-2013-baseline# TResult(id:312923280904445952, rsv:2.359771490097046, screen_name:RealMadrid_TV, epoch:1363441698, text:#futbol Ver online el Everton - Manchester City: Para poder " Ver online el Everton - Manchester City " dispones... http://t.co/6bIxIrtgYr, followers_count:66, statuses_count:15744, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307712076284051458 5717 2.359771 2013-2013-baseline# TResult(id:307712076284051458, rsv:2.359771490097046, screen_name:PsychicUS, epoch:1362199250, text:A psychic chat online is one of the easiest ways to receive the best psychic readings online. @ http://t.co/2IM0DfhN3U, followers_count:35, statuses_count:216, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309260357501861889 5718 2.359771 2013-2013-baseline# TResult(id:309260357501861889, rsv:2.359771490097046, screen_name:DavidLaw, epoch:1362568389, text:Make Money Online Revenue Report : 2nd Quarter 2011 - Make Money Online Revenue Report : 2nd Quarter 2011... http://t.co/qDbqhybEyF, followers_count:7559, statuses_count:174663, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310696659145355265 5719 2.359771 2013-2013-baseline# TResult(id:310696659145355265, rsv:2.359771490097046, screen_name:suraser1, epoch:1362910830, text:Aadhi Bhagavan: Watch Aadhi Bhagavan (2013), Watch Aadhi Bhagavan Movie Online HQ, Aadhi Bhagavan Movie Online... http://t.co/eEUHvvM6b2, followers_count:9, statuses_count:8023, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307711359079051265 5720 2.359771 2013-2013-baseline# TResult(id:307711359079051265, rsv:2.359771490097046, screen_name:eunawknubrace, epoch:1362199079, text:Work from home and make money online - Legit Online Jobs Make Real Monery EARN $200+ PER DAY - http://t.co/QvaviPVj3Y, followers_count:0, statuses_count:17614, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317878947545235456 5721 2.359771 2013-2013-baseline# TResult(id:317878947545235456, rsv:2.359771490097046, screen_name:ThatManWill, epoch:1364623221, text:Playing Online with the Ravens in #Madden13, ThatManWill defeated the Eagles 45-42 on All-Pro in Online Team Play., followers_count:3839, statuses_count:8360, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317884152676499456 5722 2.359771 2013-2013-baseline# TResult(id:317884152676499456, rsv:2.359771490097046, screen_name:Tramadolstore, epoch:1364624462, text:The Green Book of Health | Buy #TRAMADOL Online: Fioricet Generic - 30 Tabs, $50 Fioricet... Buy Fioricet Online http://t.co/4JRLm8ggrO, followers_count:2442, statuses_count:92387, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303544498426892289 5723 2.359771 2013-2013-baseline# TResult(id:303544498426892289, rsv:2.359771490097046, screen_name:ace10012, epoch:1361205622, text:Watch The Collection (2012) Online | Watch Full The Collection (2012) (2012) Online For Free http://t.co/sTlA72Iu, followers_count:3, statuses_count:241, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303535681995677697 5724 2.359771 2013-2013-baseline# TResult(id:303535681995677697, rsv:2.359771490097046, screen_name:g2rk, epoch:1361203520, text:pineambneda: cheap trial packs generic online uk - get trial packs online without pre******ions... http://t.co/2G7atxfl (via @cuturl), followers_count:1983, statuses_count:60542, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303537368093302784 5725 2.359771 2013-2013-baseline# TResult(id:303537368093302784, rsv:2.359771490097046, screen_name:aerosmith071, epoch:1361203922, text:What Google Knew About the Asteroid Striking Russia - Online Marketing Trends - See on Scoop.it - Online... http://t.co/dvXtYeDv, followers_count:422, statuses_count:11754, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303544922030628865 5726 2.359771 2013-2013-baseline# TResult(id:303544922030628865, rsv:2.359771490097046, screen_name:SeputarID, epoch:1361205723, text:Saingi Nokia Asha, Samsung Luncurkan Ponsel Seri Rex - Chip Online Portal: Chip Online Portal Saingi Nokia Asha,... http://t.co/dV97CIrR, followers_count:1928, statuses_count:7395, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307542798389870592 5727 2.359771 2013-2013-baseline# TResult(id:307542798389870592, rsv:2.359771490097046, screen_name:HomeBrewOnline, epoch:1362158891, text:Chateau Vin Wine Refills @ Home Brew Online: Chateau Vin – Wine Refill Kit (7 day kit) Home Brew Online are p... http://t.co/ACKZ5J4znj, followers_count:144, statuses_count:590, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298485572182364161 5728 2.359771 2013-2013-baseline# TResult(id:298485572182364161, rsv:2.359771490097046, screen_name:MashableFeed, epoch:1359999480, text:5 Great Online-Only Banking Options: With online banking and mobile apps for managing your accounts, how often ... http://t.co/gsFxVNiw, followers_count:1, statuses_count:19856, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315790905602867202 5729 2.359771 2013-2013-baseline# TResult(id:315790905602867202, rsv:2.359771490097046, screen_name:MoviesLiveNow, epoch:1364125393, text:Online Movies Website How âFull Moviesâ Helps People Watch Online Movies ... - PR Web (press release) http://t.co/MvaPIL9D0P, followers_count:2835, statuses_count:15489, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310807711749124096 5730 2.359771 2013-2013-baseline# TResult(id:310807711749124096, rsv:2.359771490097046, screen_name:kavitaa_x, epoch:1362937307, text:@flufmyhamster same I played online for abit! And yeah sure when I'm online next which will probly be tomorrow! :), followers_count:989, statuses_count:3557, lang:null, in_reply_to_status_id:310805426558091264, in_reply_to_user_id:20160029, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315794961469681664 5731 2.359771 2013-2013-baseline# TResult(id:315794961469681664, rsv:2.359771490097046, screen_name:TodaysNetOffers, epoch:1364126360, text:Lost a Job? Need a job? Work at Home Now! Work online from home. Make money online. http://t.co/AtjYBT8u4p, followers_count:0, statuses_count:485, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298487606449164288 5732 2.359771 2013-2013-baseline# TResult(id:298487606449164288, rsv:2.359771490097046, screen_name:PolarRegions, epoch:1359999965, text:#Money #Cash #Dollar Make Money Online - Google+: Members of Trafficswarm are saving and making money online by ... http://t.co/rTIUHrZl, followers_count:6, statuses_count:1096, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309959065616932865 5733 2.359771 2013-2013-baseline# TResult(id:309959065616932865, rsv:2.359771490097046, screen_name:InspiratMe, epoch:1362734974, text:#TFB #FF #SEGUIDORES Price Comparisons My Vegas Business / Making Money Online In ...: The best online casinos... http://t.co/h62t0RODmU, followers_count:9, statuses_count:1152, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309963348018085889 5734 2.359771 2013-2013-baseline# TResult(id:309963348018085889, rsv:2.359771490097046, screen_name:ShastaNorton, epoch:1362735995, text:Online airport parking reservation by selecting your departure airport, parking arrival and return dates on our online search system., followers_count:31, statuses_count:3, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310184513668005888 5735 2.359771 2013-2013-baseline# TResult(id:310184513668005888, rsv:2.359771490097046, screen_name:RRMesser, epoch:1362788725, text:Blessings! I invite you to join STBM online tomorrow for our 8AM (10AM EST) Live Online #Shabbat Service. http://t.co/2QzzRu4H9i, followers_count:3, statuses_count:750, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300439971037343744 5736 2.359771 2013-2013-baseline# TResult(id:300439971037343744, rsv:2.359771490097046, screen_name:gayatrireddy123, epoch:1360465445, text:101 Ways To Make Money Online: The truth about different ways to make money online is staring you right in the face! http://t.co/kVXIHM8v, followers_count:295, statuses_count:76402, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300440403063226369 5737 2.359771 2013-2013-baseline# TResult(id:300440403063226369, rsv:2.359771490097046, screen_name:AndreaZuppardi1, epoch:1360465548, text:101 Ways To Make Money Online: The truth about different ways to make money online is staring you right in the face! http://t.co/sGX2p9XW, followers_count:133, statuses_count:3753, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
